name,brand,barcode,proteins,carbohydrates,fats,calories,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,fiber,cholesterol_milli,caffeine_milli,vitamin_a_micro,vitamin_b1_milli,vitamin_b2_milli,vitamin_b3_milli,vitamin_b5_milli,vitamin_b6_milli,vitamin_b7_micro,vitamin_b9_micro,vitamin_b12_micro,vitamin_c_milli,vitamin_d_micro,vitamin_e_milli,vitamin_k_micro,manganese_milli,magnesium_milli,potassium_milli,calcium_milli,copper_milli,zinc_milli,sodium_milli,iron_milli,phosphorus_milli,selenium_micro,iodine_micro,package_weight,serving_weight
Agar Agar,,,2.4,0.0,0.2,160,n.d.,n.d.,n.d.,,,n.d.,0.3,74.1,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,,,100,52,660,,1.5,130.0,4.5,34,n.d.,n.d.,,
Agave syrup,,,0.2,73.1,0.0,293,0,n.d.,n.d.,,,n.d.,0.0,0.0,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,,,n.d.,n.d.,n.d.,,n.d.,4.0,n.d.,n.d.,n.d.,n.d.,,
"Sugar, white",,,0.0,100.0,0.0,400,0,0,0,,,100,0.0,0.0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,0,2,1,,0,0.0,0.1,0,0,0,,
Sunflower oil,,,0.0,0.0,90.0,810,10,24.8,50.7,,,0,0.0,0.0,0,,0,0,0,0,0,0,,0,0,0,0,51.26,,,0,0.9,0.9,,0,0.9,0.1,0,0,0,,
"Sunflower oil HO (high oleic), refined",,,0.0,0.0,90.0,810,8.9,75.3,3.4,,,0,0.0,0.0,0,,0,0,0,0,0,0,,0,0,0,0,36,,,0,0,0,,0,0.0,0,0,0,0,,
Sunflower seeds,,,25.1,3.6,54.5,621,5.4,19.8,23.5,,,3.4,0.0,8.0,0,,5,1.48,0.36,8.3,1.13,1.34,,227,0,1,0,34.5,,,330,750,86,,5.8,3.6,5,670,9.9,4,,
Surimi,,,8.3,11.8,4.9,125,0.5,2.4,1.4,,,2.1,1.6,0.3,11,,28,0.02,0.02,0.22,0.07,0.03,,2,0.71,0,0.5,1.1,,,12,52,19,,0.2,630.0,0.4,44,9.2,10,,
"Sweet corn (canned), heated (without addition of salt)",,,3.1,18.6,1.2,103,0.2,0.3,0.6,,,7,0.7,2.3,0,,19,0.03,0.08,1.19,0.45,0.08,,21.1,0,0.8,0,0.35,,,21,180,4,,0.5,270.0,0.5,70,n.d.,0,,
Sweet corn canned,,,3.0,18.2,1.2,100,0.2,0.3,0.6,,,6.9,0.8,2.3,0,,20,0.04,0.08,1.4,0.5,0.09,,33,0,1,0,0.34,,,22,200,4,,0.5,300.0,0.6,69,n.d.,0,,
"Sweet corn cob, pickled",,,3.4,21.0,1.4,119,0.2,0.4,0.6,,,2,0.0,4.2,0,,20,0.22,0.07,1.7,0.7,0.1,,50,0,7,0,0.7,,,33,250,3,,0,17.0,0.6,100,n.d.,0,,
"Sweet corn, raw",,,3.3,15.7,1.2,93,0.2,0.3,0.5,,,3.4,0.0,2.8,0,,19,0.15,0.12,1.7,0.89,0.22,,43,0,12,0,0.1,,,27,290,2.2,,0.6,0.3,0.4,83,n.d.,3.3,,
"Sweet corn, steamed",,,3.5,16.9,1.3,100,0.2,0.3,0.5,,,3.7,0.0,3.0,0,,19,0.14,0.12,1.55,0.86,0.21,,29.3,0,10.2,0,0.11,,,28,280,2.4,,0.6,0.3,0.4,90,n.d.,3.6,,
"Sweet potato, raw",,,1.6,17.1,0.1,81,0,0,0,,,4.2,0.1,3.0,0,,745,0.08,0.06,0.56,0.8,0.21,,11,0,19.3,0,0.26,,,26,420,41,,0.3,55.0,0.6,52,n.d.,2.4,,
"Sweet potato, steamed (without addition of salt)",,,1.6,17.1,0.1,81,0,0,0,,,4.2,0.1,3.0,0,,684,0.07,0.06,0.51,0.69,0.18,,6.7,0,15.8,0,0.27,,,25,370,40,,0.3,51.0,0.5,51,n.d.,2.3,,
Sweet whey,,,0.8,4.7,0.2,24,0.1,0.1,0,,,4.7,0.1,0.0,1,,3,0.04,0.14,0.2,0.4,0.04,,1,0.2,1,0,0,,,8,130,68,,0.1,45.0,0.1,40,n.d.,8,,
"Swiss chard, raw",,,2.1,2.7,0.2,23,0,0,0,,,0.5,0.4,1.0,0,,236,0.07,0.13,0.4,0.18,0.08,,17.8,0,21.3,0,0.25,,,81,380,80,,0.3,170.0,2.3,43,n.d.,1,,
"Swiss chard, steamed (without addition of salt)",,,2.6,3.4,0.3,29,0,0,0,,,0.6,0.5,1.2,0,,279,0.07,0.15,0.42,0.2,0.09,,14,0,15.4,0,0.33,,,96,420,100,,0.4,190.0,2.4,54,n.d.,1.3,,
Syrup undiluted,,,0.1,91.8,0.2,371,0,0,0.1,,,91.4,0.0,0.9,0,,0,0.01,0.01,0.09,0.04,0.02,,2.6,0,5.1,0,0.21,,,2.6,64,3.9,,0.1,1.3,0.5,5.2,n.d.,0.9,,
"Syrup, ready to drink (dilution 1:5.5)",,,0.0,13.5,0.0,55,0,0,0,,,13.4,0.0,0.1,0,,0,0,0,0.01,0.01,0,,0.4,0,0.8,0,0.03,,,1.2,9.4,6.2,,0,1.0,0.1,0.8,n.d.,0.1,,
Table salt iodized,,,0.0,0.0,0.0,0,0,0,0,,,0,98.0,0.0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,1,4,10,,0.1,39200.0,0.3,8,0.1,2500,,
Table salt iodized and fluoridized,,,0.0,0.0,0.0,0,0,0,0,,,0,100.0,0.0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,1,4,10,,0.1,39900.0,0.3,8,0.1,2500,,
Table salt without iodine and fluoride,,,0.0,0.0,0.0,0,0,0,0,,,0,100.0,0.0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,1,4,10,,0.1,39900.0,0.3,8,0.1,20,,
"Taboulé, prepared (with Bulgur)",,,2.3,11.5,5.5,111,0.7,3.9,0.5,,,1.1,0.4,2.8,0,,31,0.07,0.03,0.95,0.25,0.06,,21.3,0,9.1,0,1.8,,,22,150,19,,0.5,150.0,0.8,71,n.d.,2.1,,
"Taboulé, prepared (with Couscous)",,,2.8,15.3,6.1,130,0.7,4.4,0.5,,,1.3,0.4,1.2,0,,34,0.03,0.03,0.56,0.13,0.04,,19.3,0,10.3,0,1.85,,,11,120,17,,0.5,170.0,0.4,32,n.d.,2.1,,
"Tartare sauce, with rapeseed mayonnaise, home-made ",,,3.7,1.8,40.1,384,3.6,23.2,10.9,,,1.5,0.4,0.6,143,,77,0.05,0.09,0.2,0.67,0.07,,27.4,0.4,9.3,0.8,11.58,,,6.8,120,25,,0.5,140.0,0.8,77,n.d.,12,,
"Tea, no sugar added",,,0.0,0.0,0.0,0,0,0,0,,,0,0.0,0.0,0,,0,0,0,0.1,0,0,,5,0,0,0,0,,,1,19,0,,0,0.0,0,1,n.d.,1,,
Terrine de campagne,,,13.6,0.9,26.5,298,9.7,12,3,,,0.7,2.2,0.1,119,,1932,0.25,0.75,4.13,1.41,0.2,,20.9,6.33,3.9,0,0.46,,,14,130,17,,2,870.0,4.2,110,n.d.,4.8,,
"Terrine, game meat",,,16.4,1.6,18.7,242,7.4,8,2,,,1.4,2.2,0.1,107,,1469,0.15,0.61,3.63,1.24,0.2,,16.1,4.91,44.8,0.1,0.41,,,14,160,14,,2.4,870.0,4,150,n.d.,3.5,,
Tête de Moine,,,24.2,0.0,35.5,417,21.3,8.3,1.6,,,0,2.3,0.0,107,,490,0.01,0.27,0.08,0.32,0.27,,24,1.6,0,0.7,0.59,,,27,84,700,,3.9,930.0,0.1,510,n.d.,28,,
"Thin pancakes with bacon, prepared",,,11.3,15.0,16.3,253,7.4,5.6,1.4,,,2.4,0.9,0.6,137,,82,0.21,0.21,1.01,0.95,0.11,,18.7,0.52,5.8,1,0.59,,,18,210,74,,1.2,370.0,0.9,160,10,16,,
"Thin pancakes with camembert cheese, prepared",,,11.9,14.9,15.5,247,8.2,4,1.2,,,2.3,0.8,0.6,142,,132,0.07,0.23,0.36,0.99,0.1,,35.5,0.84,0.5,1,0.63,,,19,170,150,,1.2,320.0,0.8,180,n.d.,21,,
"Thin pancakes with ham, prepared",,,12.9,13.2,9.7,193,4.7,2.8,0.9,,,2.2,1.0,0.5,124,,72,0.33,0.22,2.16,0.94,0.18,,16.4,0.42,19.7,0.8,0.52,,,20,270,68,,1.3,410.0,0.9,210,9.4,15,,
"Thin pancakes with mushrooms, prepared",,,5.9,7.9,9.0,139,4.8,2.2,0.7,,,1.7,0.4,1.6,68,,80,0.09,0.28,2.3,1.53,0.09,,19.3,0.21,2.3,1.7,0.32,,,15,330,45,,0.7,140.0,1.1,130,n.d.,20,,
"Thin pancakes with Nutella, prepared",,,7.9,35.8,22.2,378,9.3,9,2.3,,,26.4,0.3,1.7,88,,57,0.09,0.22,0.26,0.82,0.09,,18.8,0.39,0.5,0.6,2.1,,,33,250,110,,1,110.0,1.1,160,n.d.,13,,
"Thin pancakes with sugar and cinnamon, prepared",,,8.3,29.0,11.5,254,5.7,3.1,1.1,,,14.9,0.3,0.7,141,,90,0.08,0.2,0.14,0.92,0.07,,20.3,0.5,0.5,1,0.6,,,16,170,83,,0.8,140.0,1,140,8.8,18,,
"Thin pancakes with vegetable filling, prepared",,,6.0,13.7,9.3,165,4,3.1,0.9,,,4,0.2,1.6,95,,201,0.08,0.15,0.36,0.7,0.15,,32.8,0.34,28.3,0.7,1.06,,,16,210,63,,0.7,97.0,0.8,100,n.d.,14,,
"Thin pancakes, prepared",,,9.4,19.0,13.2,234,6.6,3.6,1.2,,,2.9,0.4,0.7,161,,103,0.09,0.23,0.15,1.05,0.08,,23.1,0.57,0.6,1.2,0.68,,,18,190,92,,1,160.0,1,160,10,21,,
"Thyme, fresh",,,1.5,7.3,1.2,52,0.6,0.1,0.3,,,7.2,0.0,3.0,0,,475,0.08,0.07,0.8,0,0.15,,19.5,0,0,0,0.8,,,36,130,310,,1,9.0,20,32,n.d.,1,,
"Tilsiter, pasteurized milk, at least 45% fidm",,,24.1,0.0,28.0,351,16.8,6.6,1.3,,,0,1.4,0.0,84,,299,0.05,0.27,0.21,0.41,0.06,,30,1.64,0,0.5,0.76,,,29,60,840,,3.7,550.0,0.1,510,n.d.,7.3,,
"Tilsiter, raw milk, at least 45% fidm",,,25.6,0.0,30.2,376,18.1,7.1,1.4,,,0,1.7,0.0,91,,299,0.05,0.38,0.23,0.44,0.06,,33,1.33,0,0.6,0.84,,,24,98,900,,4.2,690.0,0.3,540,n.d.,7.9,,
"Tofu ferm, plain (produced with calcium salt)",,,14.7,2.9,8.5,148,1.4,1.9,4.8,,,0.6,0.0,0.0,0,,1,0.06,0.03,0.28,0.11,0.04,,25.1,0,0,0,1.2,,,49,170,220,,1.2,2.0,2,180,2.2,6,,
"Tofu, ferm, plain (produced with nigari)",,,14.7,2.9,8.5,148,1.4,1.9,4.8,,,0.6,0.1,0.0,0,,1,0.03,0.01,0.28,0.07,0.05,,25.1,0,0,0,1.2,,,130,140,72,,1.4,51.0,2,210,1.2,6,,
"Tofu, firm, plain (average)",,,14.7,2.9,8.5,148,1.4,1.9,4.8,,,0.6,0.1,0.0,0,,1,0.06,0.03,0.28,0.11,0.04,,25.1,0,0,0,1.2,,,100,150,120,,1.3,35.0,2,200,1.5,6,,
"Tofu, silken (soft), plain",,,5.0,1.5,2.9,53,0.5,0.7,1.6,,,1.1,0.0,0.6,0,,1,0.08,0.02,0.4,0.17,0.04,,24.2,0,0,0,0.44,,,58,170,49,,0.6,17.0,1,98,1.1,0.7,,
"Tofu, smoked (average)",,,16.4,2.9,9.5,164,1.5,2,5.6,,,0.9,1.0,0.5,n.d.,,1,0.08,0.05,0.41,0.14,0.05,,16.4,0.02,0.5,0.3,1.32,,,110,190,130,,1.5,390.0,2.3,230,1.4,n.d.,,
"Tofu, smoked (produced with calcium salt)",,,16.4,2.9,9.5,164,1.5,2,5.6,,,0.9,1.4,0.5,n.d.,,1,0.08,0.05,0.41,0.14,0.05,,16.4,0.02,0.5,0.3,1.32,,,65,210,230,,1.6,550.0,2.5,230,2.2,n.d.,,
"Tofu, smoked (produced with nigari)",,,16.4,2.9,9.5,164,1.5,2,5.6,,,0.9,0.7,0.5,n.d.,,1,0.08,0.05,0.41,0.14,0.05,,16.4,0.02,0.5,0.3,1.32,,,130,170,66,,1.4,280.0,2.2,230,0.8,n.d.,,
Tomato juice,,,0.8,3.0,0.1,16,0.1,0,0,,,2.1,0.5,0.1,0,,66,0.03,0.03,0.4,0.22,0.05,,16,0,9.9,0,0.82,,,13,220,14,,0.2,220.0,0.5,26,n.d.,2,,
Tomato paste,,,4.5,12.9,0.2,77,0,0,0.1,,,12.4,0.6,2.8,0,,76,0.22,0.12,3.5,1,0.44,,54,0,38,0,5.37,,,48,1150,48,,0.7,240.0,1.6,94,n.d.,4,,
"Tomato quiche, baked (with cake dough)",,,3.9,12.3,10.1,158,5.6,2.5,0.7,,,2.5,0.4,1.1,61,,141,0.06,0.07,0.37,0.32,0.08,,12.2,0.16,10,0.4,0.61,,,12,190,33,,0.4,140.0,0.6,65,n.d.,6,,
"Tomato quiche, baked (with puff pastry)",,,3.5,10.0,11.0,155,6.2,2.7,0.8,,,2.5,0.4,1.0,63,,150,0.05,0.07,0.36,0.31,0.07,,11.9,0.16,10,0.4,0.61,,,11,180,33,,0.4,150.0,0.5,61,n.d.,6,,
Tomato sauce,,,1.8,9.7,2.1,69,0.5,0.9,0.6,,,4.1,1.4,1.9,0,,121,0.06,0.05,1,0.3,0,,12,0,11,0.1,0.5,,,17,360,23,,0.4,540.0,1.4,33,n.d.,1.6,,
Tomato soup,,,1.0,6.6,1.1,42,0.5,0.4,0,,,3.5,1.0,0.7,1,,25,0.03,0.02,0.6,0.2,0.06,,6,0,7,0,0.08,,,8,140,8,,0.2,410.0,0.4,16,n.d.,3,,
"Tomato, dried",,,11.3,29.2,0.5,210,0.1,0.1,0.3,,,13.7,5.3,21.7,0,,223,0.2,0.49,9.05,1.21,0.33,,68,0,32.6,0,0.01,,,180,3420,140,,2,2120.0,6.5,320,5.6,n.d.,,
"Tomato, peeled (pelati), canned",,,0.9,3.0,0.2,20,0,0,0.1,,,2.9,0.3,1.0,0,,59,0.05,0.03,0.7,0.2,0.06,,11,0,13,0,1,,,12,240,16,,0.1,100.0,0.7,20,n.d.,2,,
"Tomato, raw",,,0.9,3.3,0.3,21,0.1,0,0.1,,,3.2,0.0,1.2,0,,78,0.05,0.02,0.65,0.06,0.09,,18.1,0,25.5,0,0.42,,,8.2,240,8.3,,0.1,2.4,0.1,22,0.1,0.6,,
"Tomato, stewed (without addition of fat and salt)",,,1.1,4.0,0.3,26,0.1,0,0.1,,,3.9,0.0,1.5,0,,93,0.05,0.02,0.68,0.06,0.1,,14.3,0,24.5,0,0.55,,,9,250,11,,0.1,2.7,0.2,27,0.1,0.7,,
Tomme cheese,,,20.3,0.0,22.5,284,13.5,5.3,1,,,0,1.8,0.0,68,,191,0.01,0.4,0.12,0.36,0.18,,24,1.8,0,0.2,0.59,,,18,76,290,,1.9,720.0,0.1,230,n.d.,0,,
"Tongue (average of veal and beef), raw",,,16.6,2.8,12.3,188,4.4,5.6,1,,,0,0.2,0.0,104,,15,0.14,0.29,4.15,2,0.13,,6,4.5,2.9,0,0.18,,,18,230,9.5,,2.8,83.0,2.9,180,n.d.,2.3,,
"Tortilla chips, corn-based",,,7.8,56.0,27.2,509,6.6,11.4,8.1,,,2.4,2.4,4.4,0,,0,0.15,0.2,1.8,0.3,0.17,,18,0,0,0,5.9,,,43,190,67,,0,970.0,1.9,130,n.d.,0,,
"Trout, raw",,,16.0,0.0,7.0,127,1.7,2.2,2.5,,,0,0.1,0.0,n.d.,,12,0.08,0.06,n.d.,n.d.,0.54,,n.d.,5,n.d.,n.d.,0.65,,,30,470,14,,0.4,40.0,2,220,n.d.,14,,
"Trout, whole, boiled (without addition of fat and salt)",,,15.0,0.0,6.2,116,1.5,2,2.2,,,0,0.1,0.0,n.d.,,11,0.08,0.05,n.d.,n.d.,0.47,,n.d.,5,n.d.,n.d.,0.57,,,32,440,18,,0.6,43.0,2,230,n.d.,15,,
"Tuna in oil, drained",,,27.6,0.0,8.4,186,1.5,2.6,3.7,,,0,0.9,0.0,33,,6,0.02,0.1,14,0.3,0.52,,5,5,0,2.4,2,,,33,270,10,,0.6,350.0,1.2,200,n.d.,43,,
"Tuna in water, drained",,,25.6,0.0,1.6,117,0.5,0.4,0.5,,,0,1.0,0.0,54,,372,0.02,0.07,11.2,0.3,0.37,,7,3,0,2.2,0.9,,,28,280,9,,0.7,420.0,1.6,160,n.d.,0,,
Tuna salad on oil-vinagre-dressing (made from tuna in water),,,9.0,6.8,4.9,109,0.7,3.2,0.6,,,3.1,0.8,1.1,16,,130,0.03,0.05,3.95,0.27,0.16,,17.3,0.91,4.1,0.7,1.57,,,19,200,8.1,,0.4,330.0,0.8,77,n.d.,0.5,,
"Turkey, breast (schnitzel, ground), raw",,,24.0,0.0,1.3,108,0.3,0.3,0.3,,,0,0.2,0.0,37,,3,0.12,0.1,9.19,0.8,0.4,,8,0.57,0,0,0,,,32,330,7.9,,1.8,63.0,0.7,210,8.9,1.5,,
"Turkey, brest, schnitzel, ground, pan fried (without addition of fat and salt)",,,31.8,0.0,1.3,139,0.3,0.3,0.3,,,0,0.2,0.0,50,,3,0.11,0.13,9.93,0.86,0.3,,5.4,0.5,0,0,0,,,35,400,11,,2.4,72.0,0.9,240,12,2,,
Tyrolese cake,,,8.3,41.4,23.1,412,10.3,9,1.7,,,20.4,0.1,2.5,95,,129,0.11,0.11,0.29,0.63,0.11,,16.2,0.25,0.3,0.7,2.06,,,40,250,54,,1.1,55.0,1.7,130,n.d.,9.5,,
Vacherin Fribourgeois,,,23.5,0.0,30.4,370,18.2,7.1,1.4,,,0,1.5,0.0,91,,525,0.01,0.33,0.14,0.42,0.09,,33.2,1.62,0,0.4,0.81,,,25,88,640,,2.7,600.0,0.1,460,n.d.,27,,
Vacherin Mont d'or,,,17.2,0.0,23.2,279,13.9,5.4,1.1,,,0,1.7,0.0,70,,502,0.01,0.26,0.2,0.4,0.26,,51.5,2.06,0,0.5,0.64,,,20,78,430,,1.9,690.0,0.1,300,n.d.,20,,
"Vanille cream, home-made, cooked",,,4.3,12.7,4.6,109,2.3,1.3,0.4,,,11.6,0.1,0.0,62,,54,0.03,0.19,0.08,0.5,0.03,,10.9,0.39,0.5,0.4,0.27,,,9.8,140,100,,0.5,52.0,0.3,99,n.d.,13,,
"Veal (average excluding offal, chop), raw",,,21.1,0.0,4.8,128,1.9,2,0.5,,,0,0.2,0.0,71,,6,0.08,0.23,8.27,1.4,0.45,,10.1,1.47,0,2.5,0.35,,,22,340,9.7,,2.6,66.0,1.1,200,n.d.,1.3,,
"Veal piccata, prepared",,,22.5,5.5,11.6,217,3,5.8,1.4,,,0.1,0.9,0.3,155,,63,0.06,0.28,5.87,1.26,0.19,,23.3,1.1,0,0.8,0.81,,,25,230,100,,2.5,340.0,2.3,260,n.d.,14,,
"Veal ragout with gravy, prepared",,,10.7,2.9,3.2,85,0.6,2.1,0.4,,,1.2,0.7,0.6,40,,120,0.03,0.09,2.12,0.63,0.14,,8.6,0.53,0.7,2.1,0.6,,,8.8,130,8.9,,2.1,300.0,0.4,91,n.d.,1,,
"Veal schnitzel, pan fried (without addition of fat and salt)",,,28.4,0.0,1.6,128,0.5,0.5,0.2,,,0,0.2,0.0,88,,4,0.05,0.32,10.34,1.18,0.29,,16.1,1.04,0,0,0.19,,,31,300,6.1,,3.2,74.0,3,260,n.d.,0.1,,
"Veal schnitzel, pan fried in rapeseed oil HOLL",,,26.8,0.0,8.6,185,0.9,5.9,1.1,,,0,1.0,0.0,83,,4,0.05,0.3,9.73,1.11,0.27,,15.1,0.98,0,0,0.57,,,29,280,5.8,,3,390.0,2.8,240,n.d.,0.3,,
"Veal, breast, cooked (without addition of fat and salt)",,,23.5,0.0,15.5,234,6.6,7.3,1.2,,,0,0.1,0.0,104,,6,0.05,0.22,n.d.,1.29,0.18,,6.5,1.37,0,5.4,0.31,,,15,220,6.1,,3.7,41.0,0.9,160,n.d.,2.7,,
"Veal, breast, raw",,,18.3,0.0,14.5,204,6.2,6.8,1.1,,,0,0.2,0.0,73,,6,0.08,0.19,n.d.,1.5,0.32,,7,1.6,0,5,0.29,,,18,310,5.3,,2.6,64.0,0.6,170,n.d.,1.9,,
"Veal, chop, raw",,,20.7,0.0,8.7,161,3.6,3.7,0.8,,,0,0.1,0.0,62,,6,0.08,0.19,n.d.,1.5,0.62,,7,1.6,0,5,0.79,,,19,340,5.3,,2.9,51.0,0.6,180,n.d.,0.1,,
"Veal, chopped, pan fried  (without addition of fat and salt)",,,28.2,0.0,1.1,123,0.5,0.5,0.3,,,0,0.1,0.0,89,,4,0.05,0.22,n.d.,1.62,0.28,,8,1.51,0,3.7,0.37,,,25,290,5.8,,4.5,59.0,0.8,230,n.d.,2.6,,
"Veal, chopped, raw",,,22.0,0.0,1.1,98,0.5,0.5,0.3,,,0,0.1,0.0,66,,6,0.08,0.19,n.d.,1.5,0.46,,7,1.6,0,5,0.5,,,22,360,4.8,,3.3,51.0,0.6,200,n.d.,1.9,,
"Veal, eye of round, raw",,,21.9,0.0,1.8,104,0.8,0.9,0.4,,,0,0.1,0.0,63,,6,0.08,0.19,n.d.,1.5,0.46,,7,1.6,0,5,0.5,,,20,370,4,,2.1,43.0,0.5,210,n.d.,1.8,,
"Veal, filet, raw",,,21.2,0.0,3.8,119,1.3,1.3,0.4,,,0,0.2,0.0,78,,6,0.07,0.26,9.08,1.39,0.56,,14,1.2,0,0,0.3,,,25,320,17,,2.5,91.0,1.4,210,n.d.,0.1,,
"Veal, filet, steak, raw",,,22.8,0.0,2.4,113,1.1,1.2,0.4,,,0,0.1,0.0,65,,6,0.08,0.19,n.d.,1.5,0.51,,7,1.6,0,5,0.5,,,21,360,4.7,,2.3,44.0,0.5,200,n.d.,3.5,,
"Veal, kidney, raw",,,15.8,1.0,5.0,112,2.2,1.2,0.3,,,0,0.4,0.0,364,,210,0.37,2.5,6.47,4,0.5,,80,28.2,12.7,0.5,0.2,,,16,270,11,,1.8,180.0,12,240,n.d.,4.2,,
"Veal, knuckle, braised (whitout addition of fat and salt)",,,29.7,0.0,5.1,165,1.6,1.6,0.5,,,0,0.1,0.0,109,,7,0.06,0.35,8.7,1.16,0.32,,14.2,0.94,0,0,0.35,,,26,280,6.6,,3.5,44.0,3.5,270,n.d.,0.2,,
"Veal, knuckle, raw",,,20.7,0.0,4.4,122,1.4,1.4,0.4,,,0,0.2,0.0,70,,6,0.08,0.27,9.28,1.06,0.45,,14,1,0,0,0.3,,,26,360,5,,2.3,62.0,2.3,220,n.d.,0.1,,
"Veal, liver, raw",,,19.6,4.6,4.3,135,1.3,0.8,1.1,,,0,0.2,0.0,350,,11457,0.24,2.54,14.44,7.9,0.9,,240,60,23,0.3,0.24,,,19,300,9,,4,68.0,7.4,330,n.d.,4.3,,
"Veal, minced, raw",,,20.5,0.0,2.4,104,1.2,1.3,0.4,,,0,0.1,0.0,72,,6,0.08,0.19,n.d.,1.5,0.51,,7,1.6,0,5,0.5,,,20,330,4.9,,3.3,57.0,0.8,190,n.d.,1.9,,
"Veal, ragout, raw",,,20.0,0.0,2.4,102,1.1,1.3,0.4,,,0,0.1,0.0,72,,6,0.08,0.19,6.19,1.5,0.51,,7,1.6,0,5,0.29,,,19,330,4.7,,3.7,57.0,0.6,190,n.d.,0.8,,
"Veal, round, schnitzel, raw",,,22.2,0.0,1.6,103,0.5,0.5,0.2,,,0,0.2,0.0,65,,6,0.08,0.28,9.56,1.09,0.47,,14,1.1,0,0,0.26,,,27,370,5,,2.3,64.0,2.3,220,n.d.,0.1,,
"Veal, shoulder, roast in oven (without addition of fat and salt)",,,28.6,0.0,5.4,163,1.6,1.5,0.6,,,0,0.3,0.0,121,,6,0.08,0.38,7.38,1.71,0.31,,14.8,1.9,0,0,0.22,,,30,330,30,,5.9,120.0,2,270,n.d.,0.1,,
"Veal, shoulder, roast, raw",,,20.2,0.0,4.8,124,1.4,1.4,0.5,,,0,0.2,0.0,81,,6,0.09,0.29,6.18,1.43,0.39,,11.7,1.7,0,0,0.27,,,23,310,22,,4,91.0,1.4,200,n.d.,0.1,,
"Veal, sweetbread, raw",,,17.2,0.0,3.4,99,1.3,1.1,0.2,,,0,0.2,0.0,268,,5,0.08,0.17,2.58,1,0.03,,15,6,56,0,0.2,,,16,430,4,,1.9,83.0,1.9,560,n.d.,4,,
"Veal, tongue, raw",,,17.2,1.9,11.6,181,4.2,5.3,0.9,,,0,0.2,0.0,100,,13,0.15,0.29,3.7,2,0.13,,5,4,2.7,0,0.1,,,17,210,9,,2.6,86.0,2.8,190,n.d.,2.3,,
"Veal,steak, pan fried (without addition of fat and salt)",,,27.3,0.0,3.9,144,1.3,1.3,0.4,,,0,0.3,0.0,106,,4,0.04,0.3,9.82,1.5,0.34,,16.1,1.14,0,0,0.22,,,29,260,21,,3.4,100.0,1.8,240,n.d.,0.1,,
"Vegetable au gratin, baked",,,2.6,2.3,3.9,58,2.3,0.9,0.2,,,1.5,0.3,1.8,9,,39,0.05,0.05,0.73,0.28,0.07,,28.9,0.07,25.2,0.1,0.24,,,13,290,80,,0.4,110.0,0.3,67,n.d.,4.1,,
"Vegetable lasagne, prepared",,,4.4,11.2,7.6,133,4.4,2,0.4,,,2.4,1.2,1.1,20,,81,0.02,0.09,0.34,0.16,0.05,,5.5,0.12,7.3,0.1,0.44,,,14,120,120,,0.5,470.0,0.3,94,n.d.,5.6,,
"Vegetables (average), raw",,,1.2,4.0,0.3,28,0.1,0,0.1,,,3.3,0.0,2.0,0,,221,0.05,0.04,0.48,0.23,0.11,,40.2,0,30.7,0,0.48,,,12,250,23,,0.2,13.0,0.3,30,n.d.,2.2,,
"Vegetarian minced/pieces meat substitute, based on mycoprotein, raw",,,13.4,1.6,2.3,92,0.3,0.4,1.2,,,0,0.3,6.0,1,,0,0,0.41,1.05,0.22,0.08,,49,0,0,0,0,,,38,90,160,,5.8,130.0,0.3,230,3.2,0,,
"Vermouth, 15 vol%",,,0.1,13.5,0.0,139,0,0,0,,,13.5,0.1,0.0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,5.4,42,8,,0,20.0,0.5,6.9,n.d.,0,,
Vinaigrette dressing (with rapeseed oil),,,4.6,2.1,25.2,255,2.4,14.3,6.7,,,1.5,0.3,0.6,116,,38,0.04,0.09,0.09,0.69,0.06,,25.1,0.35,2,0.9,6.98,,,8.8,99,22,,0.5,130.0,0.7,68,n.d.,9.9,,
Vinegar,,,0.1,0.7,0.0,22,0,0,0,,,0.3,0.0,0.0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,7.7,35,7,,0.2,7.7,0.2,12,n.d.,5,,
"Vinegar-oil-salad dressing, home-made (with rapeseed oil)",,,0.8,2.7,33.2,315,2.3,19.8,9.4,,,2,0.7,1.0,0,,2,0.03,0.01,0.13,0.07,0.04,,11.9,0,1.9,0,9.9,,,10,74,15,,0.2,270.0,0.2,25,n.d.,3.4,,
Vitello tonnato with garnish,,,17.9,0.7,10.9,173,2.5,3.3,3.8,,,0.6,0.6,0.2,104,,36,0.04,0.2,4.69,0.83,0.22,,14.8,1.84,3.2,0.8,3.39,,,20,200,27,,2.6,240.0,1.3,150,n.d.,12,,
