name,brand,barcode,proteins,carbohydrates,fats,calories,saturated_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,fiber,cholesterol_milli,caffeine_milli,vitamin_a_micro,vitamin_b1_milli,vitamin_b2_milli,vitamin_b3_milli,vitamin_b5_milli,vitamin_b6_milli,vitamin_b7_micro,vitamin_b9_micro,vitamin_b12_micro,vitamin_c_milli,vitamin_d_micro,vitamin_e_milli,vitamin_k_micro,manganese_milli,magnesium_milli,potassium_milli,calcium_milli,copper_milli,zinc_milli,sodium_milli,iron_milli,phosphorus_milli,selenium_micro,iodine_micro,package_weight,serving_weight
"Leinöl, kaltgepresst",,,0.0,0,90,810,8.6,17.1,60.3,,,0,0.0,0,0,,38,0,0,0,0,0,,0,0,0,0,0.16,,,0,0,0.9,,0.1,0,0,0.9,0,0,,
Leinsamen,,,21.3,3.6,42.2,533,4.6,8.3,27.2,,,1.4,0.1,26.9,0,,1,0.47,0,0,0.81,0.17,,71.6,0,0,0,0.5,,,320,680,240,,4.3,40,6.3,530,k.A.,2,,
Lemon Curd,,,6.4,36.8,16,317,8,4.4,1.3,,,36.7,0.2,0.1,203,,151,0.05,0.12,0.04,0.99,0.04,,30.8,0.52,8.4,1.5,0.82,,,7.1,96,26,,0.6,74,0.9,97,11,18,,
Limburger (Münster),,,20.0,0,21.4,273,12.8,5,0.9,,,0,1.9,0,64,,245,0.01,0.46,0.21,0.42,0.25,,53.4,2.18,Sp.,0.4,0.38,,,15,90,230,,1.9,760,0.1,220,k.A.,20,,
"Limonade, mit Aroma, gezuckert",,,0.0,9.5,0,38,0,0,0,,,9.5,0.0,0,0,,0,0,0.02,0.02,0,0,,0,0,0,0,0,,,11,8,5,,0,3,0.1,1,k.A.,1.8,,
"Linse, ganz, gekocht (ohne Zugabe von Fett und Salz)",,,8.8,15.6,0.5,115,0.1,0.1,0.2,,,0.4,0.0,6.2,0,,1,0.13,0.04,0.6,0.28,0.06,,27.5,0,1.5,0,0.1,,,31,240,22,,1.2,1.1,2.5,130,k.A.,0.3,,
"Linse, ganz, getrocknet",,,24.4,44.8,1.5,324,0.2,0.3,0.6,,,1.1,0.0,17,0,,4,0.53,0.13,2.5,1.39,0.23,,150,0,6.8,0,0.29,,,96,860,57,,3.6,1.7,8,400,k.A.,0.7,,
"Linse, geschält, gekocht (ohne Zugabe von Fett und Salz)",,,11.0,19,0.6,134,0.1,0.1,0.2,,,0.9,0.0,4.3,0,,3,0.18,0.06,0.6,0.17,0.09,,18.3,0,1.2,0,0.11,,,30,280,16,,1.1,1,2,150,k.A.,0.3,,
"Linse, geschält, getrocknet",,,27.0,48,1.5,334,0.3,0.3,0.5,,,2.2,0.0,10.4,0,,7,0.68,0.18,2.2,0.74,0.32,,88,0,4.7,0,0.29,,,83,900,33,,3,1.4,5.6,390,k.A.,0.7,,
Linzertorte,,,7.5,43.7,23.6,424,9.2,10.4,2.5,,,25.9,0.2,3.7,97,,153,0.05,0.13,0.82,0.3,0.07,,14,Sp.,0.3,1,4.8,,,45,200,63,,1,70,1.5,160,k.A.,3.1,,
Löffelbiscuit,,,12.2,71.8,8.3,413,2.4,3.2,1.2,,,34.9,0.8,1.4,281,,168,0.07,0.2,0.26,0.9,0.1,,25,1,0,1,1.53,,,15,140,65,,1.4,310,2.1,330,k.A.,8,,
Luganighe,,,22.1,0.5,22.9,298,8.5,10.8,2.1,,,0.5,2.5,0,69,,6,0.72,0.23,5.27,0.64,0.43,,2.7,2.54,59.5,0,0.49,,,25,310,3.9,,2.4,990,1.3,150,k.A.,1.3,,
Lyoner,,,11.5,0.5,21.8,244,8.2,10.2,1.6,,,0.5,2.1,0,46,,0,0.24,0.12,2.6,0.5,0.16,,k.A.,0.7,39.7,1,Sp.,,,11,170,6.5,,1.3,850,0.5,180,6.1,k.A.,,
Madeleine (mit Butter),,,7.3,51.3,24.8,460,13.9,6.2,1.7,,,27.8,0.6,1.1,159,,172,0.06,0.07,0.11,0.59,0.03,,10.9,0.36,0,1.1,0.81,,,8,99,16,,0.6,240,0.7,75,7.1,11,,
Madeleine (mit Pflanzenöl),,,7.9,55.1,20,434,2.5,7.8,8.3,,,27.8,0.6,1.2,97,,25,0.07,0.07,0.13,0.6,0.03,,11.2,0.36,0,0.8,4.92,,,8.7,110,16,,0.5,240,0.7,78,7.2,11,,
"Magermilch, UHT",,,3.3,4.7,0.1,33,0.1,0,0,,,4.7,0.1,0,0,,2,0.02,0.16,0.1,0.28,0.03,,5,0.1,0.6,0,0,,,11,160,130,,0.4,39,0,97,0.9,3.1,,
Magermilchpulver,,,34.3,50.5,1,348,0.6,0.2,0,,,50.5,1.4,0,3,,9,0.34,2.2,1.1,3.5,0.28,,21,2.2,2,0,0.01,,,110,1580,1290,,4.1,560,0.8,1020,12,36,,
Mailänderli,,,7.1,53.2,20.8,431,11.6,5.1,1.5,,,22.5,0.1,1.4,124,,182,0.08,0.06,0.14,0.44,0.08,,8.7,0.24,0,0.7,0.82,,,17,100,18,,0.8,47,1,96,4.9,7.9,,
Mais-Chips (Apérogebäck),,,7.8,56,27.2,509,6.6,11.4,8.1,,,2.4,2.4,4.4,0,,0,0.15,0.2,1.8,0.3,0.17,,18,0,0,0,5.9,,,43,190,67,,Sp.,970,1.9,130,k.A.,Sp.,,
"Mais, gedämpft (ohne Zugabe von Salz)",,,3.5,16.9,1.3,100,0.2,0.3,0.5,,,3.7,0.0,3,0,,19,0.14,0.12,1.55,0.86,0.21,,29.3,0,10.2,0,0.11,,,28,280,2.4,,0.6,0.3,0.4,90,k.A.,3.6,,
"Mais, roh",,,3.3,15.7,1.2,93,0.2,0.3,0.5,,,3.4,0.0,2.8,0,,19,0.15,0.12,1.7,0.89,0.22,,43,0,12,0,0.1,,,27,290,2.2,,0.6,0.3,0.4,83,k.A.,3.3,,
"Maisgriess, gekocht",,,2.0,16.7,0.2,79,0,0.1,0.1,,,0.3,0.6,1.1,0,,3,0.01,0.01,0.27,0.06,0.02,,1.1,0,0,0,0.12,,,5.4,18,7.3,,0.1,230,0.2,17,k.A.,0.7,,
"Maisgriess, trocken",,,8.8,73.8,1.1,350,0.1,0.4,0.4,,,1.5,0.0,5,0,,26,0.05,0.04,1.2,0.26,0.1,,5,0,0,0,0.52,,,20,80,4,,0.4,1,1,73,k.A.,2.5,,
Maiskeimöl,,,0.0,0,90,810,11,24.8,50.7,,,0,0.0,0,0,,0,0,0,0,0,0,,0,0,0,0,23.4,,,0,0,0,,0,0,0,0,0,0,,
"Maiskölbchen, in Essig eingelegt",,,3.4,21,1.4,119,0.2,0.4,0.6,,,2,0.0,4.2,0,,20,0.22,0.07,1.7,0.7,0.1,,50,0,7,0,0.7,,,33,250,3,,Sp.,17,0.6,100,k.A.,Sp.,,
Maisstärke,,,0.3,88,Sp.,354,Sp.,Sp.,Sp.,,,Sp.,0.0,0.6,0,,32,0,0,Sp.,Sp.,Sp.,,1,0,0,0,0,,,2,5,1,,0.6,6,0.5,22,k.A.,2.5,,
"Malzgetränk mit Kakao, mit Vitaminen und Mineralien angereichert, Pulver",,,8.9,76.2,3.6,382,2.4,1.1,0.1,,,52.1,0.5,4.4,4,,637,0.88,1.11,12.74,4.78,1.11,,238,1.99,47.7,4,9.55,,,190,660,440,,1.5,200,12,470,k.A.,2.8,,
"Malzgetränk mit Kakao, mit Vitaminen und Mineralien angereichert, zubereitet (mit Milch)",,,3.6,9.8,3,81,1.8,0.7,0.1,,,8.1,0.1,0.3,11,,73,0.08,0.23,0.99,0.65,0.1,,21.4,0.35,4,0.3,0.75,,,23,200,140,,0.4,50,0.8,120,k.A.,9.9,,
"Mandarine, roh",,,0.8,9.2,0.2,47,Sp.,Sp.,Sp.,,,8.6,0.0,1.7,0,,30,0.09,0.03,0.32,0.19,0.06,,18.1,0,39.4,0,0.21,,,9.3,140,23,,0.1,1,0.1,18,0.5,1,,
Mandel,,,25.6,7.8,52.1,624,4.1,31.4,11.4,,,6.6,0.0,10.6,0,,0,0.15,0.94,1.88,0.48,0.13,,55.9,0,0.5,0,25.44,,,240,740,270,,3.3,1.1,3.3,510,2.2,0.2,,
"Mandel, geröstet, gesalzen",,,25.6,7.2,55.2,649,4.2,34.8,13.5,,,4.6,0.8,10.5,0,,0,0.09,0.78,3.67,0.23,0.12,,27,0,0,0,25.97,,,270,670,240,,3.1,330,3.3,470,2,2.4,,
"Mandel, ohne Fett geröstet, gesalzen",,,25.4,10.1,52.5,637,4.1,33.1,13,,,4.9,0.6,10.9,0,,0,0.08,1.2,3.64,0.32,0.14,,55,0,0,0,23.9,,,280,710,270,,3.3,230,3.7,470,2,2.4,,
"Mandelgetränk, nature",,,1.1,1.3,2.6,33,0.2,1.6,0.5,,,1.3,0.1,0.3,0,,0,0.01,0.02,0.16,0.02,0,,1.9,0,Sp.,0,0.86,,,9.5,34,12,,0.1,36,0.1,16,0.2,0.4,,
"Mandelgetränk, nature, mit Calcium und Vitaminen angereichert",,,1.1,1.3,2.6,33,0.2,1.6,0.5,,,1.3,0.1,0.3,0,,0,0.01,0.21,0.16,0.02,0,,1.9,0.38,Sp.,0.8,1.8,,,9.5,34,120,,0.1,36,0.1,43,0.2,0.4,,
"Mango, getrocknet",,,2.9,61.1,2.2,293,0.5,0.9,0.4,,,59.9,0.1,8.4,0,,509,0.08,0.12,1.97,0.55,0.27,,142,0,36.7,0,4.42,,,88,840,59,,0.6,25,2,64,2,8,,
"Mango, roh",,,0.6,14.3,0.6,68,0.1,0.2,0.1,,,12.9,0.0,1.6,0,,88,0.03,0.04,0.5,0.18,0.06,,50.4,0,37.3,0,0.93,,,9,150,15,,0.1,4,0.1,13,0.2,1.6,,
"Mangold, gedämpft (ohne Zugabe von Salz)",,,2.6,3.4,0.3,29,0,0,0,,,0.6,0.5,1.2,0,,279,0.07,0.15,0.42,0.2,0.09,,14,0,15.4,0,0.33,,,96,420,100,,0.4,190,2.4,54,k.A.,1.3,,
"Mangold, roh",,,2.1,2.7,0.2,23,Sp.,Sp.,Sp.,,,0.5,0.4,1,0,,236,0.07,0.13,0.4,0.18,0.08,,17.8,0,21.3,0,0.25,,,81,380,80,,0.3,170,2.3,43,k.A.,1,,
"Maniok, Wurzelknolle, gekocht (ohne Zugabe von Salz)",,,1.0,29.8,0.2,131,0.1,0.1,0,,,0.4,0.0,2.8,0,,5,0.05,0.03,0.45,0.38,0.15,,15.1,0,21,0,0,,,59,220,30,,0.3,0.8,0.7,35,0.6,1.8,,
"Maniok, Wurzelknolle, roh",,,1.0,32.1,0.2,140,0.1,0.1,0,,,0.5,0.0,2.9,0,,5,0.06,0.03,0.6,0.5,0.2,,24,0,30,0,0,,,65,270,32,,0.3,1,0.7,38,0.7,2,,
"Margarine, 35 - 40 % Fett",,,0.3,1.1,39,357,11,18,10,,,0.4,0.3,0,1,,91,0.05,0.03,0.05,0.05,0.05,,5,0.1,0,4.6,9.46,,,0.7,200,2.2,,0,120,0,16,0,1,,
"Margarine, ohne Butter, 70 - 80 % Fett",,,0.5,0.2,77,696,23.8,37.3,14,,,0.1,0.2,0,0,,29,0.01,0.03,0.21,0.08,0,,2,0.03,0,3.3,11.8,,,1.8,42,10,,0,80,0.1,23,0,1.5,,
Marmorkuchen,,,7.4,42.6,17.1,356,9.5,4.3,1.2,,,19.7,0.2,1.3,109,,149,0.07,0.12,0.16,0.55,0.07,,10.1,0.29,0.2,0.8,0.67,,,19,140,44,,0.8,63,1,110,k.A.,10,,
Marzipan,,,8.0,68.6,17.6,474,1.5,12,3.3,,,68.6,0.0,4.9,Sp.,,13,0.07,0.2,1.36,0.19,0.05,,31,Sp.,0.3,Sp.,8.49,,,72,270,82,,0.9,2,1.5,150,k.A.,0.7,,
Mascarpone,,,4.5,4.1,44.5,435,29.5,11.7,1.9,,,4.1,0.2,0,123,,347,0.01,0.26,0.1,0.41,0.04,,11,0.33,Sp.,0.5,1,,,Sp.,53,68,,0.4,86,0.2,97,k.A.,29,,
Mayonnaise,,,1.1,0.5,81.7,742,12.1,23.3,42.5,,,0.5,1.0,0,150,,9,0.02,0.05,0.03,0.5,0.1,,10,0.5,0,0.5,43.7,,,7,25,15,,0.2,410,0.6,46,k.A.,6,,
"Mayonnaise, kalorienvermindert",,,0.9,3.3,34.5,327,4.6,6.7,19.6,,,Sp.,0.7,0,131,,0,0.05,0.16,0.12,0.71,0.06,,26,0.6,4.6,0.6,16.57,,,12,88,66,,0.6,280,1,140,k.A.,5.3,,
"Mayonnaise, mit Rapsöl, hausgemacht",,,2.4,0.1,86.9,792,7,51.3,24,,,0.1,0.4,0,184,,67,0.03,0.09,0.01,0.67,0.05,,18.4,0.5,1.1,0.8,25.5,,,2,21,20,,0.6,150,0.8,82,7,17,,
Mehl (Durchschnitt),,,12.4,67.8,1.4,343,0.3,0.2,0.8,,,0.4,0.0,4.7,0,,0,0.25,0.05,0.6,0.56,0.19,,19.8,0,0,0,0.52,,,45,200,14,,1.4,3.6,1.9,150,3.9,1.1,,
"Mehl, hell (Durchschnitt)",,,12.2,68.9,1.3,344,0.3,0.2,0.7,,,0.4,0.0,3.8,0,,0,0.21,0.04,0.51,0.48,0.16,,16,0,0,0,0.49,,,33,180,11,,1.1,2.1,1.5,120,3.5,0.9,,
"Mehlomeletten mit Champignonfüllung, zubereitet",,,5.7,10.8,6.2,125,3.1,1.6,0.6,,,1.2,0.6,1.5,63,,59,0.08,0.22,1.85,1.29,0.07,,17.1,0.21,1.8,1.4,0.32,,,12,270,34,,0.6,230,0.9,110,k.A.,17,,
"Mehlomeletten mit Gemüsefüllung, zubereitet",,,5.8,16.3,5.1,137,1.8,1.9,0.7,,,2.6,0.6,1.4,79,,133,0.07,0.11,0.28,0.59,0.1,,25.5,0.29,19.8,0.6,0.84,,,11,160,42,,0.5,230,0.6,78,k.A.,12,,
"Mehlomeletten mit Käse, zubereitet",,,10.0,18.2,8.9,194,4.4,2.4,0.9,,,1.3,0.9,0.8,111,,81,0.06,0.17,0.13,0.72,0.05,,16.3,0.54,0.2,0.8,0.52,,,13,130,150,,1,360,0.7,160,k.A.,14,,
"Mehlomeletten mit Nutella, zubereitet",,,7.2,29.1,12.3,259,4.9,5,1.5,,,14.4,0.6,1.4,84,,38,0.08,0.15,0.19,0.7,0.05,,16.1,0.35,0.3,0.6,1.33,,,20,180,70,,0.7,260,0.8,110,k.A.,12,,
"Mehlomeletten mit Schinken, zubereitet",,,9.7,17.3,5.1,155,2.1,1.6,0.7,,,1.3,1.0,0.8,101,,51,0.16,0.15,1,0.72,0.08,,15.8,0.36,10.6,0.7,0.5,,,13,180,47,,0.8,410,0.7,130,k.A.,13,,
"Mehlomeletten mit Speck, zubereitet",,,9.3,17.3,8.9,188,3.5,3.4,1,,,1.3,1.1,0.8,102,,51,0.13,0.14,0.68,0.71,0.06,,16,0.39,5.1,0.8,0.52,,,11,150,46,,0.8,440,0.7,110,k.A.,12,,
"Mehlomeletten mit Zimt und Zucker, zubereitet",,,7.2,24.5,5.3,177,2.2,1.6,0.7,,,6.5,0.8,0.8,106,,47,0.07,0.13,0.12,0.71,0.04,,16.1,0.39,0.3,0.8,0.5,,,9.8,130,48,,0.6,310,0.7,94,7.3,14,,
"Mehlomeletten, zubereitet",,,7.6,20.4,5.6,165,2.3,1.7,0.8,,,1.4,0.8,0.9,112,,49,0.07,0.14,0.12,0.74,0.04,,16.9,0.41,0.3,0.8,0.53,,,10,130,50,,0.6,330,0.7,99,7.7,14,,
"Melasse, Melassesirup",,,1.2,67.2,0,274,0,0,0,,,67.2,0.2,0,0,,0,0.08,0.1,0,0,0,,0,0,0,0,0,,,140,1470,500,,0.9,96,9.2,31,k.A.,0,,
Meringue,,,5.0,94,0.5,401,0,0,0,,,94,0.3,0,0,,0,0,0.25,0.1,0.2,0,,0,0,0,0,0,,,5,90,4,,Sp.,100,0.2,22,k.A.,Sp.,,
"Miesmuschel, roh",,,11.7,3.4,2.7,85,0.5,0.6,0.6,,,Sp.,0.7,0,108,,84,0.12,0.16,1.6,0.29,0.08,,37,8,Sp.,Sp.,1.11,,,36,320,88,,1.6,290,5.8,240,k.A.,130,,
Milch (Durchschnitt),,,3.2,4.8,2.9,59,1.7,0.7,0.1,,,4.8,0.1,0,11,,31,0.02,0.16,0.11,0.34,0.03,,5.1,0.22,0.7,0.1,0.09,,,11,160,120,,0.4,39,0,92,1.3,10,,
"Milchkaffee dunkel, ungezuckert",,,0.7,1.2,0.9,16,0.5,0.2,0,,,1,0.0,0.1,3,,10,0,0.05,0.13,0.08,0.01,,0.9,0.03,0.2,0,0.03,,,4.8,54,32,,0.1,9.2,0,21,k.A.,2.1,,
"Milchkaffee hell, ungezuckert",,,1.0,1.6,1.2,22,0.8,0.3,0.1,,,1.4,0.0,0.1,5,,14,0.01,0.07,0.13,0.11,0.01,,1.3,0.05,0.3,0,0.04,,,5.4,65,42,,0.1,13,0,29,k.A.,3,,
"Milchkaffee, ungezuckert",,,0.9,1.4,1.1,19,0.7,0.3,0.1,,,1.3,0.0,0.1,4,,13,0.01,0.06,0.13,0.1,0.01,,1.2,0.04,0.3,0,0.04,,,5.1,61,38,,0.1,11,0,26,k.A.,2.6,,
"Milchreis, zubereitet (mit teilentrahmter Milch, ohne Zugabe von Zucker)",,,5.3,19,3.5,129,2.1,0.8,0.2,,,5.6,0.2,0.2,14,,41,0.03,0.22,0.43,0.45,0.04,,6,0.17,0.4,0.1,0.11,,,17,200,150,,0.6,85,0.1,130,3.8,13,,
"Milchreis, zubereitet (mit Vollmilch, ohne Zugabe von Zucker)",,,5.1,19,5.1,143,3.1,1.2,0.3,,,5.6,0.2,0.2,19,,57,0.03,0.26,0.43,0.44,0.04,,6,0.18,0.9,0.1,0.17,,,17,200,150,,0.6,85,0.1,130,3.6,12,,
Milchschokolade,,,6.5,56.9,31.1,537,19.3,10.4,1.2,,,55.2,0.5,1.9,12,,65,0.09,0.4,0.4,0.19,0.04,,7,0,2.8,0,0.25,,,55,640,250,,1.6,190,2.1,240,k.A.,17,,
Milchschokolade mit Alkoholfüllung,,,5.6,59,23.1,488,13.3,7.2,1.3,,,58.3,0.1,2.9,9,,33,0.05,0.24,0.35,0.49,0.04,,8.8,0.22,1.5,0.2,0.21,,,50,340,160,,1,56,1.3,160,k.A.,4.1,,
"Milchschokolade mit Crèmefüllung (Gianduja, Nougat)",,,7.9,47.6,38.3,573,18.2,14.8,2.9,,,46.4,0.1,3.4,10,,33,0.09,0.29,0.5,0.57,0.09,,17.6,0.19,1.4,0.1,3.72,,,71,370,170,,1.2,49,1.3,190,k.A.,4.1,,
Milchschokolade mit Mandel-Honig-Nougat,,,7.3,54.8,31.5,536,17.8,10,1.8,,,54.3,0.2,1.8,14,,50,0.07,0.36,0.34,0.68,0.07,,11.7,0.34,2.3,0.2,0.76,,,45,380,250,,1.1,86,0.9,210,k.A.,6.3,,
Milchschokolade mit Nüssen,,,8.8,46.1,38.2,570,16.4,17.2,2.6,,,44.4,0.2,3.2,11,,38,0.14,0.3,0.5,0.86,0.14,,22.7,0.29,2.1,0.2,3.23,,,63,440,230,,1.4,73,1.3,220,k.A.,6.5,,
"Milchschokolade mit Weinbeeren, Nüssen und Mandeln",,,8.4,52.6,28.9,513,14.2,11.3,1.7,,,51,0.2,4.5,10,,36,0.1,0.31,0.59,0.64,0.09,,16.5,0.23,1.7,0.2,2.36,,,76,520,210,,1.3,62,1.9,230,k.A.,5,,
Minestrone,,,2.0,7,1.8,53,0.7,0.7,0.2,,,2.6,1.0,0.4,1,,143,0.02,0.02,0.79,0.1,0.04,,7,0,1,0,Sp.,,,5,110,14,,k.A.,390,0.3,20,k.A.,k.A.,,
Minipic Würstchen,,,26.1,0.8,39.1,460,15.4,18.7,3.8,,,0.8,4.5,0,97,,1,0.28,0.16,7.2,0.9,0.22,,2.6,1.8,3.9,1.6,Sp.,,,28,390,Sp.,,3.9,1780,3,330,13,0.8,,
"Mirabelle, gedünstet, abgetropft (ohne Zugabe von Zucker)",,,0.7,16.6,0.2,70,0,0,0,,,12.2,0.0,2,0,,42,0.05,0.01,0.14,0.16,0.04,,4.5,0,2.5,0,0.31,,,7.5,170,12,,0.1,0,0.1,19,1.5,1.1,,
"Mirabelle, roh",,,0.6,18,0.2,76,Sp.,Sp.,Sp.,,,13.3,0.0,2.2,0,,49,0.07,0.02,0.16,0.17,0.05,,7.8,0,5.5,0,0.27,,,8.2,240,11,,0.1,Sp.,0.1,21,1.3,1,,
"Molke, süss",,,0.8,4.7,0.2,24,0.1,0.1,0,,,4.7,0.1,0,1,,3,0.04,0.14,0.2,0.4,0.04,,1,0.2,1,0,0,,,8,130,68,,0.1,45,0.1,40,k.A.,8,,
"Morchel, gedünstet (ohne Zugabe von Fett und Salz)",,,2.8,0.6,0.4,34,0.1,0,0.2,,,0.1,0.0,8.5,0,,0,0.12,0.06,4.88,2.5,0.05,,18.3,0,4.5,3.8,0.22,,,16,370,13,,0.5,2.1,1.2,190,k.A.,12,,
"Morchel, roh",,,2.5,0.5,0.3,29,0.1,0,0.2,,,0.1,0.0,7,0,,0,0.13,0.06,5,2.5,0.05,,25,0,5,3.1,0.19,,,16,390,11,,0.5,2,1.2,160,k.A.,10,,
Mortadella,,,16.1,0.8,27.3,314,10.2,12.4,2.8,,,0.8,2.1,0,75,,5,0.37,0.12,3.05,0.49,0.2,,3.1,1.08,25.5,0,0.42,,,13,100,3.9,,1.3,840,0.9,170,k.A.,1.5,,
Mostbröckli,,,32.6,0.5,1.9,150,0.9,0.9,0.2,,,0.5,4.7,0,69,,2,0.1,0.17,7.1,0.9,0.37,,Sp.,1.4,11.6,Sp.,Sp.,,,33,580,Sp.,,5.9,1860,3.3,300,14,Sp.,,
Mozzarella,,,19.5,0.7,19.5,256,11.4,6,0.7,,,0.7,0.4,0,46,,205,0.03,0.27,0.4,0.14,0.07,,16,1.4,0,0.3,0.39,,,10,8,340,,2.6,140,0.1,350,k.A.,4.8,,
"Müeslimischung, Getreideflocken mit Früchten und Nüssen, gezuckert ",,,11.4,62.2,5.6,365,0.7,2.2,2.1,,,10.6,0.1,10.1,0,,7,0.35,0.1,2.02,0.71,0.17,,48.7,0,1.4,0,1.29,,,94,390,45,,2.3,46,3.1,310,k.A.,2.1,,
"Müeslimischung, Getreideflocken mit Früchten und Nüssen, ungesüsst",,,11.3,57.4,8.4,372,1.5,3.3,2.8,,,11.6,0.0,10.8,0,,6,0.36,0.12,2.2,0.73,0.23,,52.4,0,4.2,0,2.49,,,110,450,55,,2.3,14,3.3,310,k.A.,2.4,,
"Mürbeteig (mit Butter), süss, gebacken",,,9.8,57.3,28.6,530,16.3,6.9,1.9,,,13.2,0.9,2,126,,261,0.11,0.07,0.2,0.52,0.11,,10.4,0.21,0,0.9,1.1,,,24,140,20,,1,350,1.3,120,5.3,7,,
"Mürbeteig (mit Butter), süss, ungebacken",,,7.8,45.8,22.9,424,13.1,5.5,1.5,,,10.5,0.7,1.6,101,,232,0.12,0.06,0.17,0.55,0.1,,16.7,0.17,0,0.7,0.88,,,19,120,16,,0.8,280,1,92,4.2,5.6,,
"Mürbeteig (mit pflanzlichem Fett), süss, gebacken",,,8.0,58.4,24.9,494,11.2,9.8,2.8,,,17.8,0.3,1.9,26,,7,0.1,0.04,0.18,0.34,0.09,,7.2,0.1,0,0.2,2.44,,,21,120,12,,0.7,130,1,86,3,3.5,,
"Mürbeteig (mit pflanzlichem Fett), süss, ungebacken",,,6.4,46.7,19.9,395,9,7.9,2.2,,,14.2,0.3,1.5,21,,7,0.1,0.03,0.15,0.37,0.08,,11.4,0.08,0,0.2,1.95,,,17,93,9.3,,0.6,100,0.8,69,2.4,2.8,,
Mütschli,,,8.7,51.8,0.8,255,0.2,0.1,0.4,,,0.7,1.7,2.5,0,,0,0.11,0.04,0.43,0.23,0.06,,15.4,0.01,0,0,0.38,,,14,140,7.8,,0.5,690,0.6,60,1.9,0.9,,
"Nasi Goreng, zubereitet",,,10.8,16.1,1.8,125,0.3,1.1,0.3,,,0.6,1.3,0.5,23,,30,0.11,0.06,4.07,0.4,0.18,,4.6,0.07,10.9,0.4,0.37,,,17,170,18,,0.7,510,0.3,120,k.A.,1.3,,
"Nektarine, roh",,,1.0,11.3,0.3,55,0,0.1,0.1,,,8.8,0.0,1.3,0,,30,0.02,0.02,0.64,0.24,0.02,,8,0,4.6,0,0.43,,,9,260,7,,0.1,1,0.2,25,0.2,3,,
Nussgipfel aus Blätterteig,,,6.8,36.2,26.9,419,9.9,12.4,2.1,,,15.8,0.5,2.7,72,,148,0.13,0.04,0.34,0.49,0.14,,18.1,0.08,0.4,0.4,3.53,,,40,190,43,,1,210,1.3,110,2,4.5,,
Nussgipfel aus Hefeteig,,,7.7,41.9,12.6,318,3.3,6.8,1.4,,,18.4,0.7,2.7,39,,47,0.21,0.14,0.97,0.49,0.13,,37.5,0.1,0.3,0.2,2.82,,,34,210,51,,0.9,280,1.1,120,0.8,4.2,,
"Nüsslisalat, roh",,,2.0,2,0.4,23,0.1,0,0.2,,,2,0.0,1.7,0,,447,0.08,0.09,0.4,0.2,0.12,,71.1,0,33.4,0,0.22,,,13,460,38,,0.5,4,2.1,53,k.A.,35,,
Nussschnecke aus Hefeteig,,,12.2,54.9,18.7,445,5.7,9.6,1.9,,,12.9,1.2,3.8,61,,82,0.33,0.19,1.51,0.76,0.21,,58.3,0.17,0.5,0.4,3.12,,,42,300,69,,1.2,470,1.6,170,k.A.,6.5,,
"Ofen-Frites, tiefgekühlt",,,1.8,18.1,5,127,0.4,3.6,0.7,,,0.9,0.0,1.4,0,,1,0.17,0.02,0.48,0.35,0.42,,28.6,0,12.9,0,1.36,,,15,320,5.2,,0.2,8.6,0.3,34,k.A.,2.9,,
"Olive, gefüllt mit Hackfleisch, frittiert",,,13.1,32.8,15.1,329,3.2,9.1,1.8,,,2,1.5,3.2,47,,79,0.14,0.09,0.87,0.57,0.12,,22.5,0.39,3.2,0.7,2.04,,,24,180,120,,1.5,600,1.1,130,k.A.,8.1,,
"Olive, grün, in Salzlake, abgetropft",,,1.3,Sp.,15.7,154,2.3,11.1,1.5,,,Sp.,3.2,3.6,0,,4,0.02,0.01,0.1,0.04,0.02,,5,0,0.5,0.3,4.39,,,24,31,58,,0.1,1260,0.2,6.7,0,2,,
"Olive, schwarz",,,1.4,0.8,17.2,176,2.1,10.2,1.5,,,0.8,1.8,6.2,0,,44,0.02,0.01,0.1,0.04,0.03,,5,0,0.5,0,6.95,,,16,19,80,,0.1,710,8.5,7.9,k.A.,4.5,,
Olivenöl,,,0.0,0,90,810,10.7,67.7,6.7,,,0,0.0,0,0,,13,0,0,0,0,0,,0,0,0,0,25.92,,,0.9,0.9,0,,0,0.9,0.1,1.8,0,0.1,,
"Orange, roh",,,0.8,8,0.2,45,Sp.,Sp.,Sp.,,,7.6,0.0,2.7,0,,26,0.09,0.03,0.35,0.18,0.05,,18.8,0,50.9,0,0.19,,,15,180,45,,0.2,Sp.,0.3,38,0.5,1,,
Orangeat,,,0.4,74.3,0.3,306,0.1,0.1,0.1,,,74.3,0.0,2.3,0,,33,0.04,0.03,0.3,0.15,0.06,,4,0,4,0,0,,,7,70,50,,0.1,1,0.3,7,k.A.,0.5,,
Orangennektar,,,0.4,10.5,0,44,Sp.,Sp.,Sp.,,,10.5,0.0,0.1,0,,7,0.04,0.01,0.14,0.08,0.02,,12,0,12,0,0.1,,,7,110,6,,0.1,1,0.1,10,k.A.,2,,
Orangensaft,,,0.6,10,0.1,44,0.1,0,0,,,10,0.0,0.3,0,,5,0.08,0.02,0.31,0.25,0.1,,31.2,0,38.5,0,0.2,,,10,170,8.3,,0,5,0.1,17,0.5,0.7,,
